product_id,name,price,rating,reviews_count
102061818,Кофе растворимый NESCAFE мягкий 3 в 1 саше порошковый 14.5 г,89.0,4.8,15.0
102646034,Кофе растворимый NESCAFE classic cappuccino сублимированный 18 г,159.0,5.0,12.0
103482965,Кофе растворимый Maxwell House Rich Blend сублимированный 250 г,4971.0,4.9,103.0
102933325,Кофе Guten berg ароматизированный марципан зерновой в пакете 250 г,5275.0,4.8,2.0
116042525,Кофе Coffee Expert Bar Decaf Brazil зерновой 1000 г,14599.0,4.9,12.0
115206004,Кофе Kimbo Extra Cream зерновой 1000 г,17891.0,5.0,12.0
106377419,Кофе Coffeelogia Бразилия Моджиана зерновой 1000 г,13650.0,4.9,11.0
142490930,Кофе Serikov Coffee American Blend зерновой 1000 г,15900.0,5.0,6.0
120009214,Кофе Tasty Coffee Бразилия Серрадо зерновой 1000 г,21609.0,5.0,17.0
106366444,Кофе Coffeelogia Альфа Бленд зерновой 250 г,4000.0,4.9,4.0
101468910,Кофе Movenpick Espresso зерновой в пакете 500 г,9399.0,4.9,12.0
103026246,Кофе растворимый Jacobs 3 in 1 гранулированный 10 шт по 18 г,2200.0,4.9,11.0
110084526,Кофе растворимый Jardin Gourmet Coffee Collection сублимированный 150 г,3900.0,4.8,14.0
103541825,Кофе Grossa Cuba Serrano Lavado зерновой в пакете 1000 г,14600.0,4.9,13.0
102928746,Кофе Guten berg зерновой ароматизированный Венские вафли в пакете 1 кг,18190.0,5.0,4.0
108178482,Кофе Coffeelogia Гватемала Декаф зерновой 1000 г,15950.0,4.9,7.0
101141509,Кофе Dallmayr Crema Prodomo зерновой в пакете 1000 г,18999.0,4.9,13.0
140732929,Кофе Gutenberg Пралине зерновой 100 г,1900.0,4.8,3.0
106377418,Кофе Coffeelogia Бурунди Ярама зерновой 1000 г,13800.0,5.0,8.0
100761161,Кофе Covim Granbar зерновой 1000 г,14189.0,4.8,38.0
106366463,Кофе Coffeelogia Кения Центральная зерновой 250 г,4500.0,4.7,13.0
106378447,Кофе Coffeelogia Альфа Бленд зерновой 1000 г,12250.0,5.0,6.0
140732817,Кофе Gutenberg Ирландские сливки зерновой 100 г,1900.0,4.5,3.0
117947026,Кофе Coffeelogia Персиковый брауни Бленд зерновой 250 г,4050.0,5.0,8.0
100207962,Кофе растворимый Жокей Триумф сублимированный 150 г,3600.0,4.7,14.0
106127829,Кофе Green Roast Арабика Колумбия зерновой в пакете 250 г,4400.0,5.0,20.0
105074487,Кофе растворимый EGOISTE Platinum сублимированный 100 г,8448.0,5.0,14.0
102929577,Кофе Guten berg зерновой ароматизированный Марципан в пакете 1 кг,18190.0,4.7,7.0
117327253,Кофе Delonghi Espresso Presige зерновой 1000 г,19890.0,5.0,9.0
117702618,Кофе растворимый Maxim Original сублимированный 20 пакетиков,3700.0,4.8,8.0
106744379,Кофе BAZZARA Dodicigrancru зерновой в пакете 1000 г,32000.0,5.0,5.0
106377376,Кофе Coffeelogia Бурунди Ярама зерновой 500 г,7950.0,5.0,7.0
106377431,Кофе Coffeelogia Кремо бленд зерновой 1000 г,12350.0,5.0,6.0
106377402,Кофе Coffeelogia Кения Центральная зерновой 1000 г,13700.0,4.9,11.0
106366452,Кофе Coffeelogia Номад Бленд зерновой 250 г,4050.0,4.9,20.0
104267853,Кофе Sunday Coffee Exclusive зерновой арабика/робуста в пакете 1000 г,13200.0,4.8,26.0
105026759,Кофе растворимый Movenpick Gold Original сублимированный 100 г,5550.0,4.9,20.0
146996025,Кофе растворимый ЯРКО латте банановое порошковый 30 г 1 саше,260.0,0.0,
106377378,Кофе Coffeelogia Бразилия Моджиана зерновой 500 г,7850.0,4.9,5.0
116295292,Кофе Kimbo DeLonghi Arabica зерновой 250 г,5890.0,4.8,14.0
141881585,Кофе Master Coffee Бразилия Тёмная зерновой 250 г,4290.0,5.0,15.0
100799586,Кофе растворимый MacCoffee Cappuccino Di Torino порошковый 20 шт,3099.0,5.0,19.0
101152386,Кофе Dallmayr Crema d’Oro зерноввой в пакете 1000 г,19798.0,4.7,20.0
105027214,Кофе растворимый EGOISTE Special сублимированный 100 г,7568.0,4.9,10.0
117294106,Кофе BUSHIDO Sensei зерновой 1000 г,21899.0,5.0,15.0
102938284,Кофе растворимый Jacobs Barista Americano гранулированный 130 г,4690.0,4.8,16.0
106365791,Кофе Coffeelogia Бразилия Моджиана зерновой 250 г,4450.0,4.9,8.0
115873805,Кофе Alta Roma Blend №5 зерновой 1000 г,16490.0,5.0,5.0
147356710,Кофе растворимый DES латте фисташка порошковый,260.0,5.0,1.0
144710373,Кофе Serikov Coffee Руанда Мука Киву зерновой 200 г,4400.0,5.0,2.0
101152384,Кофе Bushido Black Katana зерновой в пакете 227 г,5410.0,4.8,22.0
141671873,Кофе растворимый MOKATE Brown Sugar порошковый 17 г,149.0,4.8,
130812057,Кофе Delonghi Coffee Crema зерновой 1000 г,19890.0,4.8,19.0
101405076,Кофе Delonghi Classico Espresso зерновой в пакете 250 г,5990.0,4.9,10.0
146070298,Кофе Serikov Coffee Italian Blend 80/20 зерновой 1000 г,14800.0,5.0,4.0
102933559,Кофе Gutenberg клубничная панна-котта зерновой 250 г,5275.0,5.0,4.0
101227461,Кофе Coffeelogia Эспрессо Бленд зерновой 250 г,4000.0,4.8,37.0
102929957,Кофе Guten berg зерновой ароматизированный Капучино в пакете 1 кг,18190.0,4.8,5.0
108733844,Кофе растворимый Carte Noire White Coffee сублимированный 20 шт,4400.0,4.9,14.0
147775967,Кофе Massimo Coffee Miriam Quesada Pink Bourbon зерновой 250 г,10290.0,5.0,
100762688,Кофе Lavazza Café Espresso в пакете зерновой 250 г,7190.0,4.9,6.0
103023296,Кофе Sunrise Coffee City blend зерновой в пакете 1000 г,14000.0,4.9,17.0
132703586,Кофе Сова Сладкая Бразилия зерновой 1000 г,15000.0,4.9,14.0
106378663,Кофе Coffeelogia Номад Бленд зерновой 500 г,7200.0,5.0,18.0
101400557,Кофе Covim Suave Decaffeinato зерновой 500 г,10400.0,5.0,20.0
132160855,Кофе Grossa Ethiopia Sidamo 4 Gr зерновой 200 г,3300.0,4.9,7.0
102331050,Кофе растворимый Bourbon coffee Grand Cru сублимированный 100 г,3711.0,4.7,11.0
105074543,Кофе растворимый BUSHIDO Light Katana сублимированный 100 г,7999.0,5.0,17.0
103315634,Кофе Delonghi Decaffeinato Espresso зерновой в пакете 250 г,4990.0,4.7,10.0
105074301,Кофе растворимый EGOISTE V.S. сублимированный 100 г,7460.0,5.0,9.0
105308110,Кофе Kimbo Aroma Gold зерновой в пакете 250 г,4990.0,4.8,6.0
